order_item_id,order_id,product_id,quantity,subtotal
185,1184,537,3,296.64
186,1990,928,4,3506.92
187,1732,938,5,1743.05
188,475,961,3,1843.92
189,639,289,2,484.24
190,942,912,2,1272.3
191,1185,477,3,1668.03
192,1237,312,1,923.95
193,1953,391,2,1195.72
194,188,961,1,614.64
195,933,593,4,3493.76
196,415,945,1,730.38
197,1835,436,5,1113.45
198,1897,511,5,4929.7
199,1381,124,3,618.51
200,1490,876,5,1725.45
201,1838,840,5,1759.45
202,470,424,4,362.12
203,59,860,3,802.62
204,1050,869,3,388.17
205,1056,633,5,2389.4
206,404,545,3,1158.69
207,1873,142,1,414.2
208,1587,426,3,689.58
209,1641,800,2,885.46
210,1246,897,5,1179.25
211,1639,308,3,2719.47
212,1546,227,5,4278.0
213,512,343,5,1581.25
214,589,354,2,471.04
215,657,230,1,643.77
216,1383,817,4,2059.92
217,632,522,4,475.2
218,66,930,3,870.99
219,1193,95,4,3591.68
220,14,412,5,2751.4
221,226,612,1,677.25
222,416,574,2,1767.82
223,488,96,5,2114.45
224,659,300,5,4414.65
225,491,540,4,2245.16
226,112,287,1,512.8
227,1391,196,1,423.82
228,237,31,4,259.68
229,135,320,1,665.06
230,836,53,1,662.81
231,307,761,3,639.33
232,645,51,3,2887.38
233,1851,719,1,390.56
234,394,139,4,1532.12
235,751,966,4,2291.6
236,1621,551,3,2404.17
237,1388,130,5,2308.05
238,1680,429,4,383.96
239,128,176,4,3581.32
240,1741,795,3,2231.58
241,1173,120,2,1342.22
242,989,347,1,325.03
243,1607,9,5,2826.85
244,1631,261,4,3391.68
245,1047,334,3,257.19
246,810,957,3,1662.57
247,1178,191,5,4941.1
248,1552,766,4,2899.16
249,813,936,5,631.7
250,1403,754,5,3243.7
251,1512,257,1,954.05
252,1151,76,4,1652.92
253,1238,764,4,1554.2
254,937,348,5,2639.0
255,1596,678,5,1660.6
256,1886,382,2,1731.68
257,1420,443,2,1802.72
258,1115,77,5,2237.4
259,1720,914,3,814.41
260,1820,560,2,858.74
261,807,714,3,1677.33
262,818,725,5,1410.75
263,1604,51,5,4812.3
264,222,170,1,73.19
265,1183,719,2,781.12
266,7,821,1,452.37
267,435,275,4,1799.24
268,313,19,4,3570.8
269,1289,824,5,139.4
270,1219,636,3,1722.69
271,51,219,1,508.82
272,473,25,5,2818.4
273,1636,159,2,1807.14
274,1090,662,4,343.84
275,1347,808,2,1881.9
276,1085,809,4,1523.96
277,1206,994,4,839.2
278,926,964,3,87.96
279,409,95,1,897.92
280,732,331,5,1344.85
281,1355,432,3,514.14
282,805,759,3,933.33
283,1638,770,1,402.66
284,942,745,2,64.76
285,54,365,1,670.41
286,627,148,1,977.05
287,1950,848,4,1985.56
288,991,908,4,3462.12
289,1103,944,5,2889.1
290,1285,748,5,2497.6
291,1939,546,3,157.38
292,1448,728,3,1802.01
293,1395,439,2,1478.1
294,612,431,3,1395.18
295,260,867,3,2799.54
296,1247,946,5,3817.75
297,1741,236,4,1449.44
298,1451,597,3,1233.42
299,1326,535,4,2059.6
300,345,336,5,2244.7
301,392,936,3,379.02
302,1490,623,4,203.96
303,1859,76,2,826.46
304,1906,742,2,719.28
305,1291,388,4,2201.44
306,1304,376,4,3264.16
307,1575,844,3,2955.87
308,133,216,4,3632.12
309,618,200,4,353.8
310,521,272,3,2938.14
311,993,783,5,4060.05
312,996,570,5,357.7
313,1865,991,4,3288.6
314,805,349,2,1969.8
315,1629,116,5,1143.6
316,1200,518,5,3640.15
317,1001,801,3,2559.33
318,1077,291,3,1551.87
319,1895,271,1,485.6
320,608,419,1,605.15
321,430,358,3,601.92
322,892,40,3,2196.75
323,980,458,1,333.04
324,1441,357,1,601.99
325,412,399,5,972.15
326,1855,896,2,231.78
327,1890,121,5,4181.2
328,941,209,4,55.0
329,2000,455,4,1941.64
330,373,269,3,2715.45
331,1996,518,1,728.03
332,322,849,1,806.9
333,196,239,5,4688.15
334,322,459,4,777.52
335,879,943,2,1138.04
336,79,488,3,2426.16
337,794,125,3,189.72
338,1319,759,1,311.11
339,1508,183,2,354.68
340,930,75,2,1864.12
341,734,910,5,4800.1
342,631,437,5,4682.0
343,196,157,5,1027.95
344,348,237,4,3588.12
345,382,320,4,2660.24
346,8,302,1,403.65
347,1848,811,5,1692.7
348,115,845,3,2959.71
349,1135,976,4,2195.76
350,1321,793,5,2626.6
351,1146,64,1,65.3
352,944,581,3,1124.79
353,1361,995,4,3873.0
354,434,124,1,206.17
355,581,366,4,1846.24
356,189,262,1,748.18
357,1607,442,2,656.36
358,1786,395,5,753.85
359,1672,296,3,1518.6
360,1702,378,1,216.54
361,306,151,5,1294.5
362,1615,416,1,454.35
363,919,216,2,1816.06
364,1826,256,2,639.3
365,1113,770,2,805.32
366,826,30,1,364.46
367,980,936,1,126.34
368,172,366,2,923.12
369,568,77,4,1789.92
370,1395,825,3,1711.59
371,1661,900,1,168.06
372,1217,570,3,214.62
373,1890,661,1,507.52
374,1934,878,2,1925.26
375,1630,525,1,618.05
376,1326,614,5,1622.05
377,568,755,3,750.63
378,1345,350,4,3616.84
379,1096,970,4,1755.04
380,1953,569,4,2218.28
381,1701,410,3,335.31
382,1721,79,3,558.48
383,1140,110,2,709.66
384,1560,796,2,1542.26
385,247,920,4,2570.4
386,1953,980,3,2542.29
387,1545,344,1,59.28
388,1575,521,4,2541.64
389,1866,982,3,1105.29
390,912,441,3,760.53
391,1812,26,1,26.67
392,1886,106,1,164.69
393,1751,970,1,438.76
394,1809,56,2,654.68
395,1292,622,5,4039.95
396,970,231,5,2911.65
397,354,104,1,196.74
398,317,828,1,54.44
399,97,607,4,3587.64
400,1942,143,2,494.74
401,1224,972,1,565.81
402,651,87,2,676.24
403,46,455,4,1941.64
404,766,100,2,722.62
405,1825,146,2,37.8
406,1260,324,5,3711.75
407,1476,319,3,238.53
408,440,815,2,87.68
409,318,750,2,18.4
410,188,522,1,118.8
411,1575,751,3,650.16
412,91,296,5,2531.0
413,97,779,4,1424.92
414,427,371,5,4321.1
415,572,805,1,985.49
416,1207,881,3,966.27
417,919,645,3,53.46
418,452,796,3,2313.39
419,1561,508,5,1502.45
420,1209,875,4,2544.28
421,1611,197,2,565.6
422,424,927,3,263.76
423,474,765,4,622.16
424,1637,228,1,154.9
425,1839,848,3,1489.17
426,109,950,4,2932.52
427,1176,485,4,2611.08
428,330,50,5,3394.15
429,487,465,2,520.46
430,1108,583,3,1296.33
431,240,199,5,1721.5
432,42,19,3,2678.1
433,318,662,4,343.84
434,1764,783,4,3248.04
435,1695,859,3,2891.13
436,558,395,5,753.85
437,1431,347,5,1625.15
438,721,283,2,316.38
439,420,43,4,904.28
440,1124,835,5,2910.15
441,1387,499,3,956.49
442,1963,790,3,2238.12
443,1507,863,4,3707.2
444,1561,383,4,1916.92
445,1999,32,3,2573.58
446,590,390,2,92.02
447,938,723,1,196.13
448,1416,976,2,1097.88
449,1300,794,4,1557.8
450,718,238,1,989.32
451,199,184,1,753.48
452,1233,115,4,1835.0
453,1109,264,3,1153.71
454,1760,20,5,4252.6
455,661,35,5,1668.15
456,1238,28,4,63.2
457,1323,423,2,1012.02
458,1898,640,4,909.8
459,1872,120,5,3355.55
460,464,210,2,889.22
461,1227,307,5,4265.15
462,845,87,3,1014.36
463,279,316,1,882.51
464,595,774,1,826.7
465,1874,211,5,1030.85
466,1226,11,3,2695.47
467,599,339,4,2295.28
468,160,347,5,1625.15
469,1234,41,5,852.1
470,1431,661,2,1015.04
471,1832,898,5,4635.85
472,497,576,2,701.18
473,818,608,2,1774.28
474,1754,679,2,947.8
475,591,712,3,2837.31
476,1406,830,3,2679.87
477,933,979,4,222.16
478,687,779,1,356.23
479,1607,401,3,119.61
480,821,199,4,1377.2
481,1539,778,2,1729.16
482,555,39,3,2257.11
483,1257,461,5,1624.3
484,728,100,2,722.62
485,1399,234,2,376.22
486,900,427,1,691.96
487,277,506,3,742.29
488,346,325,2,1205.66
489,1204,491,2,1394.38
490,1181,892,2,1697.2
491,1972,530,2,339.82
492,1208,478,3,2672.37
493,1430,241,2,1812.84
494,1376,727,5,840.55
495,67,220,2,1217.94
496,1372,39,4,3009.48
497,1167,963,1,666.77
498,611,849,4,3227.6
499,710,33,1,424.78
500,1723,167,3,272.22
501,1058,91,3,1057.14
502,1075,571,1,108.44
503,335,95,2,1795.84
504,1597,67,5,2821.05
505,221,450,2,168.44
506,1146,509,5,3554.35
507,1101,316,1,882.51
508,1829,568,2,592.56
509,62,448,5,2783.2
510,1539,966,5,2864.5
511,1969,807,3,2471.16
512,722,84,3,624.24
513,238,702,2,1837.76
514,1460,924,1,609.41
515,151,788,1,543.61
516,1534,548,2,1087.66
517,1048,342,4,1872.4
518,1451,980,4,3389.72
519,413,890,1,23.98
520,1764,338,5,1511.85
521,702,231,1,582.33
522,1837,79,5,930.8
523,764,864,4,166.16
524,1285,63,3,2991.09
525,1182,434,5,1541.65
526,950,882,5,1779.1
527,645,705,5,1913.8
528,864,116,3,686.16
529,1399,773,2,411.56
530,1803,499,5,1594.15
531,863,829,2,622.76
532,684,823,5,1836.3
533,213,128,5,3458.3
534,1959,177,3,474.78
535,1366,550,1,267.36
536,572,808,2,1881.9
537,909,277,3,2403.72
538,663,492,2,1658.32
539,646,415,2,1722.42
540,518,901,1,888.98
541,52,230,2,1287.54
542,328,654,1,641.49
543,1840,997,3,2822.85
544,907,746,4,2283.16
545,1558,21,2,1260.26
546,1002,831,2,1532.72
547,1065,553,4,3892.76
548,229,337,5,216.85
549,1300,216,5,4540.15
550,1950,412,4,2201.12
551,638,884,1,713.26
552,67,368,5,3226.3
553,1899,739,1,827.26
554,1324,450,1,84.22
555,1488,721,4,283.76
556,1606,747,3,1481.58
557,96,331,1,268.97
558,896,249,2,1703.18
559,490,531,1,670.33
560,1457,305,3,2342.76
561,1803,418,2,1445.58
562,611,228,3,464.7
563,829,47,1,732.47
564,153,462,3,1390.08
565,361,555,2,831.14
566,1271,104,5,983.7
567,712,2,2,77.0
568,60,894,3,1571.1
569,1583,974,3,2733.45
570,1765,33,4,1699.12
571,1246,893,1,567.59
572,509,236,5,1811.8
573,404,661,5,2537.6
574,1462,207,1,295.94
575,550,589,5,4730.55
576,1959,347,1,325.03
577,482,402,5,1919.65
578,1068,512,5,4247.5
579,1628,360,2,1900.02
580,91,163,4,2199.96
581,1267,786,2,330.38
582,667,233,1,452.33
583,1389,762,3,2723.43
584,774,973,5,97.25
585,269,618,1,347.02
586,1831,19,2,1785.4
587,1367,159,3,2710.71
588,1670,50,1,678.83
589,1881,27,4,3112.92
590,226,638,5,3297.6
591,910,628,1,182.07
592,534,776,3,766.41
593,1224,371,2,1728.44
594,1212,39,5,3761.85
595,1576,978,3,1542.84
596,518,561,3,1592.88
597,546,68,5,4527.0
598,451,346,5,2814.6
599,666,192,4,3880.48
600,1856,583,3,1296.33
601,641,66,1,860.98
602,274,202,1,459.25
603,1258,39,5,3761.85
604,1312,307,5,4265.15
605,657,990,1,856.9
606,1279,437,3,2809.2
607,726,116,5,1143.6
608,1015,365,1,670.41
609,143,542,1,67.65
610,1518,500,4,3485.76
611,36,338,4,1209.48
612,205,966,2,1145.8
613,59,216,4,3632.12
614,760,881,2,644.18
615,980,760,1,645.98
616,1519,162,5,1869.55
617,1149,708,4,1580.44
618,1818,774,5,4133.5
619,871,46,1,14.95
620,357,79,1,186.16
621,483,747,1,493.86
622,1578,390,4,184.04
623,1174,777,3,822.39
624,88,642,3,2263.08
625,1476,560,4,1717.48
626,1601,848,1,496.39
627,395,420,3,2484.06
628,1070,750,1,9.2
629,113,357,1,601.99
630,226,241,3,2719.26
631,1430,949,2,797.64
632,1699,621,2,1174.76
633,211,728,5,3003.35
634,1661,156,5,3521.9
635,1265,517,4,1160.72
636,482,677,5,932.75
637,708,356,5,1329.7
638,269,974,3,2733.45
639,1535,805,4,3941.96
640,98,566,4,3751.6
641,1005,29,3,1728.66
642,579,199,3,1032.9
643,541,17,1,765.71
644,1060,222,3,2882.4
645,1583,485,3,1958.31
646,1363,88,4,3163.28
647,1341,757,3,2027.04
648,378,139,4,1532.12
649,841,648,5,2176.2
650,1236,756,1,563.01
651,1382,7,2,215.98
652,1877,454,2,1873.28
653,1149,925,1,262.06
654,549,688,4,985.2
655,267,261,3,2543.76
656,312,888,3,1153.26
657,489,932,5,76.5
658,1917,905,1,246.11
659,538,277,2,1602.48
660,1334,957,2,1108.38
661,403,461,5,1624.3
662,697,106,4,658.76
663,94,93,5,4663.05
664,866,550,5,1336.8
665,561,134,1,683.18
666,1704,14,1,682.9
667,1566,564,1,261.86
668,1448,409,2,816.8
669,1719,338,3,907.11
670,754,118,4,181.72
671,177,968,2,832.1
672,1931,686,5,3822.25
673,1654,488,5,4043.6
674,54,654,1,641.49
675,1206,783,2,1624.02
676,143,613,5,2079.85
677,1012,660,4,413.88
678,432,206,3,1318.56
679,811,739,4,3309.04
680,242,527,5,479.2
681,179,22,2,1978.66
682,284,252,2,551.62
683,653,808,3,2822.85
684,920,598,4,3887.72
685,1873,424,1,90.53
686,402,848,5,2481.95
687,406,136,2,569.16
688,589,503,5,4975.65
689,469,42,3,2881.53
690,647,574,4,3535.64
691,1274,807,3,2471.16
692,712,386,5,2096.5
693,1402,39,2,1504.74
694,884,151,1,258.9
695,1054,967,1,655.28
696,8,136,3,853.74
697,1784,669,5,4996.4
698,1992,684,3,39.15
699,1440,682,1,865.35
700,988,692,3,2613.63
701,204,511,3,2957.82
702,631,150,2,1734.9
703,1937,657,3,1479.24
704,5,618,2,694.04
705,563,282,3,283.53
706,1546,472,4,1509.0
707,292,991,2,1644.3
708,209,596,1,993.36
709,260,259,3,1407.18
710,4,831,1,766.36
711,531,699,5,1593.5
712,1030,935,3,2755.95
713,706,419,5,3025.75
714,1229,724,4,3553.52
715,1439,399,3,583.29
716,62,981,5,2424.25
717,792,657,3,1479.24
718,1773,226,2,881.38
719,1956,83,4,889.72
720,1541,348,5,2639.0
721,1401,53,5,3314.05
722,1751,171,2,1025.64
723,1778,879,4,3306.56
724,337,979,4,222.16
725,337,389,5,4139.65
726,1220,257,2,1908.1
727,129,983,1,300.39
728,524,415,5,4306.05
729,175,922,5,4618.35
730,111,136,2,569.16
731,368,306,2,403.78
732,1629,863,1,926.8
733,1204,258,5,3962.05
734,1640,493,1,697.15
735,1942,873,5,3669.4
736,161,670,5,3423.3
737,709,366,2,923.12
738,1404,687,3,1256.4
739,929,706,5,3392.2
740,243,920,4,2570.4
741,241,512,3,2548.5
742,1895,227,4,3422.4
743,652,375,1,373.43
744,1865,87,4,1352.48
745,1682,869,3,388.17
746,1532,718,3,2494.5
747,1441,107,3,2286.15
748,1204,982,1,368.43
749,1447,454,1,936.64
750,668,980,1,847.43
751,401,705,3,1148.28
752,881,944,4,2311.28
753,1293,102,1,847.9
754,1512,681,1,389.92
755,1049,696,4,3793.96
756,544,476,5,807.7
757,1283,211,4,824.68
758,1545,149,5,441.75
759,1026,787,5,2709.2
760,1844,177,2,316.52
761,719,756,5,2815.05
762,345,644,4,2381.68
763,162,890,5,119.9
764,1165,650,3,1098.03
765,1413,202,2,918.5
766,433,681,2,779.84
767,1112,803,5,945.55
768,1961,957,4,2216.76
769,560,388,1,550.36
770,1216,472,1,377.25
771,534,891,4,1199.52
772,1440,301,3,584.64
773,1843,16,5,2151.75
774,799,806,2,1614.2
775,1943,590,1,872.31
776,925,486,3,595.71
777,932,982,3,1105.29
778,1789,844,2,1970.58
779,533,860,3,802.62
780,295,781,5,4210.65
781,1984,244,3,256.41
782,1330,810,4,2105.64
783,199,585,2,1987.7
784,1761,895,5,52.3
785,957,153,2,1581.5
786,1266,568,3,888.84
787,1878,136,1,284.58
788,865,77,2,894.96
789,278,517,1,290.18
790,91,94,3,1887.54
791,227,488,4,3234.88
792,963,891,4,1199.52
793,1960,144,5,4727.0
794,540,941,2,1085.52
795,376,905,3,738.33
796,1298,663,5,506.35
797,1202,219,1,508.82
798,1131,14,5,3414.5
799,1962,949,1,398.82
800,565,17,4,3062.84
801,91,826,1,966.59
802,1697,945,4,2921.52
803,828,880,1,406.27
804,918,586,4,2129.84
805,1637,565,1,350.22
806,358,644,1,595.42
807,1700,240,5,1551.7
808,394,802,3,2865.18
809,1187,474,2,1192.78
810,74,985,4,2103.28
811,1900,894,2,1047.4
812,1293,176,4,3581.32
813,1177,824,2,55.76
814,955,487,5,3945.25
815,1795,961,4,2458.56
816,1885,171,3,1538.46
817,87,622,5,4039.95
818,1178,476,1,161.54
819,1403,637,4,2821.56
820,206,636,5,2871.15
821,1540,676,2,784.44
822,491,238,3,2967.96
823,1324,364,4,3978.04
824,1073,579,1,95.97
825,959,238,5,4946.6
826,898,260,4,3805.8
827,1992,850,3,2272.44
828,171,621,5,2936.9
829,1063,705,5,1913.8
830,708,541,5,2197.0
831,521,102,4,3391.6
832,1280,170,3,219.57
833,1003,144,1,945.4
834,773,900,4,672.24
835,1916,542,1,67.65
836,667,1,3,989.04
837,393,721,5,354.7
838,398,508,1,300.49
839,546,808,3,2822.85
840,416,49,1,555.05
841,1684,261,2,1695.84
842,1419,454,5,4683.2
843,1772,80,2,1638.1
844,509,449,5,429.05
845,779,629,2,1888.88
846,277,561,2,1061.92
847,804,839,2,1523.64
848,1748,866,4,858.28
849,1805,333,2,1063.16
850,399,466,1,613.52
851,972,100,1,361.31
852,890,531,2,1340.66
853,735,248,1,564.6
854,32,613,4,1663.88
855,107,928,5,4383.65
856,218,402,2,767.86
857,1501,445,1,433.18
858,1720,501,4,2177.24
859,15,135,2,1242.48
860,486,612,3,2031.75
861,106,123,3,620.61
862,1765,639,1,478.57
863,1345,859,5,4818.55
864,13,38,1,260.33
865,816,156,5,3521.9
866,1314,618,4,1388.08
867,1199,345,4,1481.04
868,573,875,1,636.07
869,954,279,2,1333.54
870,1073,393,4,1040.8
871,585,99,5,3001.55
872,1193,640,5,1137.25
873,1968,731,3,1284.57
874,962,765,4,622.16
875,1025,630,4,2785.68
876,1249,615,5,4771.3
877,275,544,2,1337.82
878,892,788,3,1630.83
879,421,822,3,1125.78
880,406,224,3,2009.22
881,1254,680,3,2286.54
882,1879,119,5,2577.6
883,760,212,1,204.8
884,1681,527,2,191.68
885,245,523,2,229.18
886,560,882,2,711.64
887,290,378,3,649.62
888,359,554,5,869.05
889,1590,88,2,1581.64
890,901,603,3,141.24
891,67,224,5,3348.7
892,368,511,3,2957.82
893,796,114,1,590.51
894,297,366,2,923.12
895,767,109,3,878.43
896,1704,243,1,445.67
897,21,248,2,1129.2
898,1096,436,2,445.38
899,638,795,4,2975.44
900,1998,211,5,1030.85
901,1020,181,1,882.29
902,831,32,3,2573.58
903,1235,404,4,1582.84
904,1667,180,2,1456.1
905,1165,196,4,1695.28
906,1829,916,4,2297.4
907,1594,488,2,1617.44
908,1243,110,3,1064.49
909,1812,361,5,34.9
910,1707,530,3,509.73
911,251,241,5,4532.1
912,1168,508,2,600.98
913,996,664,3,2619.72
914,1814,374,2,624.58
915,763,1,4,1318.72
916,770,441,1,253.51
917,50,83,5,1112.15
918,1952,80,2,1638.1
919,1269,633,5,2389.4
920,1453,36,2,1947.54
921,755,464,1,562.64
922,681,50,1,678.83
923,98,824,3,83.64
924,327,794,5,1947.25
925,322,349,5,4924.5
926,950,224,3,2009.22
927,1802,512,3,2548.5
928,682,281,1,664.94
929,1261,721,4,283.76
930,894,665,2,474.18
931,746,334,3,257.19
932,1974,509,1,710.87
933,1054,372,3,2415.78
934,1656,10,3,1338.84
935,1120,489,5,483.6
936,122,886,1,78.94
937,837,392,5,3631.0
938,1373,424,5,452.65
939,1399,149,1,88.35
940,1782,7,2,215.98
941,164,139,3,1149.09
942,1245,684,3,39.15
943,1017,704,1,502.28
944,786,312,2,1847.9
945,223,920,1,642.6
946,1914,696,5,4742.45
947,98,711,2,695.38
948,604,712,5,4728.85
949,414,963,1,666.77
950,837,209,1,13.75
951,1692,892,4,3394.4
952,781,791,1,746.44
953,1098,685,1,629.83
954,1089,800,3,1328.19
955,1538,607,4,3587.64
956,1495,630,1,696.42
957,434,775,1,548.85
958,711,295,1,262.66
959,1983,865,2,437.66
960,888,467,5,2499.05
961,1809,104,1,196.74
962,1381,924,4,2437.64
963,1703,515,5,1434.85
964,530,505,4,1832.16
965,854,539,5,202.75
966,1472,339,2,1147.64
967,1304,310,2,651.48
968,148,598,2,1943.86
969,663,45,4,2753.44
970,341,941,2,1085.52
971,538,446,2,1784.9
972,1162,5,2,1167.0
973,1819,343,5,1581.25
974,115,354,3,706.56
975,1806,447,4,1119.92
976,1323,715,5,2834.0
977,266,366,3,1384.68
978,1115,300,1,882.93
979,1552,874,4,1586.0
980,642,844,2,1970.58
981,1317,286,4,2220.64
982,1739,670,4,2738.64
983,20,858,1,300.63
984,722,378,1,216.54
985,1017,352,5,3412.05
986,1301,624,4,3750.32
987,468,850,5,3787.4
988,639,76,1,413.23
989,1764,538,2,1437.0
990,1958,559,3,2505.57
991,271,442,3,984.54
992,1594,227,3,2566.8
993,988,824,4,111.52
994,1638,746,1,570.79
995,1609,298,4,889.48
996,1175,808,1,940.95
997,711,692,3,2613.63
998,1667,82,3,1713.99
999,1539,893,1,567.59
1000,1932,377,5,3822.7
1001,574,917,1,474.19
1002,1658,882,2,711.64
1003,1520,41,2,340.84
1004,1705,708,4,1580.44
1005,699,838,2,1250.42
1006,836,413,3,119.52
1007,261,695,4,916.2
1008,1333,89,4,205.76
1009,629,892,4,3394.4
1010,727,406,1,82.21
1011,829,471,4,1238.72
1012,1621,353,1,960.08
1013,1794,690,2,1847.14
1014,486,521,3,1906.23
1015,512,298,1,222.37
1016,1556,136,3,853.74
1017,735,995,2,1936.5
1018,1106,522,2,237.6
1019,1934,451,5,3504.5
1020,1721,688,4,985.2
1021,756,763,2,890.76
1022,1066,619,4,580.72
1023,1978,626,2,677.34
1024,787,987,3,1405.62
1025,219,511,2,1971.88
1026,1894,550,5,1336.8
1027,1092,356,5,1329.7
1028,10,266,5,4593.65
1029,1808,549,2,1426.6
1030,1824,658,1,817.85
1031,63,995,4,3873.0
1032,1208,413,3,119.52
1033,669,63,2,1994.06
1034,490,494,2,1104.0
1035,252,674,3,1847.4
1036,1512,999,2,151.48
1037,351,1000,5,4323.75
1038,378,988,3,1732.95
1039,1434,658,2,1635.7
1040,589,181,2,1764.58
1041,444,649,4,1184.6
1042,139,64,1,65.3
1043,1872,962,3,791.19
1044,1567,757,5,3378.4
1045,1929,275,4,1799.24
1046,793,556,4,277.64
1047,1151,659,3,673.35
1048,1731,734,5,3747.85
1049,1968,101,5,2235.0
1050,1113,965,5,4399.05
1051,162,511,2,1971.88
1052,926,237,3,2691.09
1053,1028,67,5,2821.05
1054,979,767,2,612.68
1055,328,59,5,3228.35
1056,73,892,1,848.6
1057,1844,78,3,1537.44
1058,1132,949,1,398.82
1059,1395,954,5,1231.15
1060,500,558,4,2694.6
1061,597,308,5,4532.45
1062,488,116,4,914.88
1063,697,183,5,886.7
1064,700,831,3,2299.08
